id,archivo,linea,clasificacion,motivo,contenido_original
6784,cuentas_anuales.csv,2940,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"2000117,19-04-2024,retiro,,Retiro parcial"
6785,cuentas_anuales.csv,2966,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"2000111,07-03-2024,deposito,,Ingreso mensual"
6786,cuentas_anuales.csv,516,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"113,13/12/2024,compra,,Ingreso navideño"
6787,cuentas_anuales.csv,526,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"102,2024/12/27,retiro,,Compra en tienda"
6788,cuentas_anuales.csv,6667,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000113,2024/09/13,retiro,,"
6789,cuentas_anuales.csv,5409,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000114,2024-03-16,compra,,Retiro parcial"
6790,cuentas_anuales.csv,530,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"116,04-04-2024,compra,,Ingreso navideño"
6791,cuentas_anuales.csv,6707,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000103,13-09-2024,compra,,"
6792,cuentas_anuales.csv,5439,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000118,09/06/2024,retiro,,Ingreso navideño"
6793,cuentas_anuales.csv,581,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"105,2024/03/11,retiro,,Ingreso navideño"
6794,cuentas_anuales.csv,1667,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000113,2024/09/13,retiro,,"
6795,cuentas_anuales.csv,4256,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000105,2024-08-11,deposito,,Compra en tienda"
6796,cuentas_anuales.csv,9256,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000105,2024-08-11,deposito,,Compra en tienda"
6797,cuentas_anuales.csv,8006,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000120,2024/04/11,compra,,Ingreso mensual"
6798,cuentas_anuales.csv,3006,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000120,2024/04/11,compra,,Ingreso mensual"
6799,cuentas_anuales.csv,5472,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000116,2024/03/10,retiro,,Ingreso mensual"
6800,cuentas_anuales.csv,3053,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000102,2024/11/05,retiro,,Ingreso navideño"
6801,cuentas_anuales.csv,9271,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000108,2024-09-29,deposito,,Ingreso extra"
6802,cuentas_anuales.csv,8053,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000102,2024/11/05,retiro,,Ingreso navideño"
6803,cuentas_anuales.csv,1707,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000103,13-09-2024,compra,,"
6804,cuentas_anuales.csv,4271,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000108,2024-09-29,deposito,,Ingreso extra"
6805,cuentas_anuales.csv,5491,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000104,31/05/2024,retiro,,"
6806,cuentas_anuales.csv,9318,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000119,2024/02/29,compra,,Ingreso mensual"
6807,cuentas_anuales.csv,3070,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000104,2024/07/31,deposito,,Compra en tienda"
6808,cuentas_anuales.csv,8070,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000104,2024/07/31,deposito,,Compra en tienda"
6809,cuentas_anuales.csv,4318,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000119,2024/02/29,compra,,Ingreso mensual"
6810,cuentas_anuales.csv,3072,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000117,2024-01-12,retiro,,Ingreso extra"
6811,cuentas_anuales.csv,8072,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000117,2024-01-12,retiro,,Ingreso extra"
6812,cuentas_anuales.csv,3098,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000117,2024-05-18,deposito,,Ingreso mensual"
6813,cuentas_anuales.csv,8098,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000117,2024-05-18,deposito,,Ingreso mensual"
6814,cuentas_anuales.csv,6790,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000110,08-02-2024,compra,,Retiro parcial"
6815,cuentas_anuales.csv,605,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"109,2024-09-03,retiro,,Ingreso navideño"
6816,cuentas_anuales.csv,5516,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000113,13/12/2024,compra,,Ingreso navideño"
6817,cuentas_anuales.csv,3127,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000103,2024-07-12,deposito,,"
6818,cuentas_anuales.csv,4363,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000105,17/12/2024,retiro,,Retiro parcial"
6819,cuentas_anuales.csv,6793,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000105,01/09/2024,deposito,,Ingreso mensual"
6820,cuentas_anuales.csv,613,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"118,11/01/2024,retiro,,"
6821,cuentas_anuales.csv,5526,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000102,2024/12/27,retiro,,Compra en tienda"
6822,cuentas_anuales.csv,9363,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000105,17/12/2024,retiro,,Retiro parcial"
6823,cuentas_anuales.csv,3137,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000114,2024/10/16,retiro,,Ingreso mensual"
6824,cuentas_anuales.csv,1790,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000110,08-02-2024,compra,,Retiro parcial"
6825,cuentas_anuales.csv,8127,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000103,2024-07-12,deposito,,"
6826,cuentas_anuales.csv,4371,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000104,2024-07-17,compra,,Retiro parcial"
6827,cuentas_anuales.csv,8137,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000114,2024/10/16,retiro,,Ingreso mensual"
6828,cuentas_anuales.csv,1793,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000105,01/09/2024,deposito,,Ingreso mensual"
6829,cuentas_anuales.csv,6842,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000114,2024-05-18,deposito,,Retiro parcial"
6830,cuentas_anuales.csv,621,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"114,2024/09/16,compra,,Ingreso extra"
6831,cuentas_anuales.csv,5530,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000116,04-04-2024,compra,,Ingreso navideño"
6832,cuentas_anuales.csv,9371,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000104,2024-07-17,compra,,Retiro parcial"
6833,cuentas_anuales.csv,4374,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000111,04/05/2024,deposito,,Ingreso navideño"
6834,cuentas_anuales.csv,6849,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000112,2024/08/11,deposito,,"
6835,cuentas_anuales.csv,1842,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000114,2024-05-18,deposito,,Retiro parcial"
6836,cuentas_anuales.csv,9374,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000111,04/05/2024,deposito,,Ingreso navideño"
6837,cuentas_anuales.csv,645,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"107,08-05-2024,compra,,Retiro parcial"
6838,cuentas_anuales.csv,4379,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000117,01-11-2024,deposito,,"
6839,cuentas_anuales.csv,5581,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000105,2024/03/11,retiro,,Ingreso navideño"
6840,cuentas_anuales.csv,6851,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000107,2024-02-07,deposito,,Ingreso navideño"
6841,cuentas_anuales.csv,4382,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000120,2024-07-26,retiro,,Ingreso mensual"
6842,cuentas_anuales.csv,9379,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000117,01-11-2024,deposito,,"
6843,cuentas_anuales.csv,649,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"112,2024/03/15,compra,,Ingreso extra"
6844,cuentas_anuales.csv,1849,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000112,2024/08/11,deposito,,"
6845,cuentas_anuales.csv,667,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"113,2024/09/13,retiro,,"
6846,cuentas_anuales.csv,9382,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000120,2024-07-26,retiro,,Ingreso mensual"
6847,cuentas_anuales.csv,1851,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000107,2024-02-07,deposito,,Ingreso navideño"
6848,cuentas_anuales.csv,4385,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000102,2024/08/30,retiro,,Ingreso navideño"
6849,cuentas_anuales.csv,3228,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000107,21-03-2024,deposito,,Compra en tienda"
6850,cuentas_anuales.csv,8228,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000107,21-03-2024,deposito,,Compra en tienda"
6851,cuentas_anuales.csv,5605,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000109,2024-09-03,retiro,,Ingreso navideño"
6852,cuentas_anuales.csv,9385,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000102,2024/08/30,retiro,,Ingreso navideño"
6853,cuentas_anuales.csv,4396,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000107,15-06-2024,compra,,"
6854,cuentas_anuales.csv,3246,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000107,08/12/2024,compra,,Retiro parcial"
6855,cuentas_anuales.csv,5613,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000118,11/01/2024,retiro,,"
6856,cuentas_anuales.csv,8246,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000107,08/12/2024,compra,,Retiro parcial"
6857,cuentas_anuales.csv,6856,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000118,20/05/2024,retiro,,Ingreso mensual"
6858,cuentas_anuales.csv,9396,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000107,15-06-2024,compra,,"
6859,cuentas_anuales.csv,8249,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000106,19/10/2024,deposito,,"
6860,cuentas_anuales.csv,5621,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000114,2024/09/16,compra,,Ingreso extra"
6861,cuentas_anuales.csv,4409,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000114,2024-03-16,compra,,Retiro parcial"
6862,cuentas_anuales.csv,6867,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000101,01-09-2024,compra,,"
6863,cuentas_anuales.csv,3249,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000106,19/10/2024,deposito,,"
6864,cuentas_anuales.csv,5645,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000107,08-05-2024,compra,,Retiro parcial"
6865,cuentas_anuales.csv,9409,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000114,2024-03-16,compra,,Retiro parcial"
6866,cuentas_anuales.csv,6878,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000101,27-05-2024,deposito,,Ingreso navideño"
6867,cuentas_anuales.csv,3256,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000105,2024-08-11,deposito,,Compra en tienda"
6868,cuentas_anuales.csv,4439,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000118,09/06/2024,retiro,,Ingreso navideño"
6869,cuentas_anuales.csv,8256,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000105,2024-08-11,deposito,,Compra en tienda"
6870,cuentas_anuales.csv,9439,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000118,09/06/2024,retiro,,Ingreso navideño"
6871,cuentas_anuales.csv,3271,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000108,2024-09-29,deposito,,Ingreso extra"
6872,cuentas_anuales.csv,5649,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000112,2024/03/15,compra,,Ingreso extra"
6873,cuentas_anuales.csv,6886,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000102,29/11/2024,compra,,Compra en tienda"
6874,cuentas_anuales.csv,8271,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000108,2024-09-29,deposito,,Ingreso extra"
6875,cuentas_anuales.csv,707,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"103,13-09-2024,compra,,"
6876,cuentas_anuales.csv,1856,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000118,20/05/2024,retiro,,Ingreso mensual"
6877,cuentas_anuales.csv,6901,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000116,18/12/2024,deposito,,Ingreso navideño"
6878,cuentas_anuales.csv,5667,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000113,2024/09/13,retiro,,"
6879,cuentas_anuales.csv,1867,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000101,01-09-2024,compra,,"
6880,cuentas_anuales.csv,790,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"110,08-02-2024,compra,,Retiro parcial"
6881,cuentas_anuales.csv,1878,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000101,27-05-2024,deposito,,Ingreso navideño"
6882,cuentas_anuales.csv,6909,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000107,06/04/2024,retiro,,Ingreso mensual"
6883,cuentas_anuales.csv,793,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"105,01/09/2024,deposito,,Ingreso mensual"
6884,cuentas_anuales.csv,1886,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000102,29/11/2024,compra,,Compra en tienda"
6885,cuentas_anuales.csv,6940,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000117,19-04-2024,retiro,,Retiro parcial"
6886,cuentas_anuales.csv,9472,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000116,2024/03/10,retiro,,Ingreso mensual"
6887,cuentas_anuales.csv,4472,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000116,2024/03/10,retiro,,Ingreso mensual"
6888,cuentas_anuales.csv,8318,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000119,2024/02/29,compra,,Ingreso mensual"
6889,cuentas_anuales.csv,3318,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000119,2024/02/29,compra,,Ingreso mensual"
6890,cuentas_anuales.csv,9491,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000104,31/05/2024,retiro,,"
6891,cuentas_anuales.csv,4491,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000104,31/05/2024,retiro,,"
6892,cuentas_anuales.csv,1901,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000116,18/12/2024,deposito,,Ingreso navideño"
6893,cuentas_anuales.csv,5707,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000103,13-09-2024,compra,,"
6894,cuentas_anuales.csv,3363,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000105,17/12/2024,retiro,,Retiro parcial"
6895,cuentas_anuales.csv,8363,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000105,17/12/2024,retiro,,Retiro parcial"
6896,cuentas_anuales.csv,5790,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000110,08-02-2024,compra,,Retiro parcial"
6897,cuentas_anuales.csv,9516,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000113,13/12/2024,compra,,Ingreso navideño"
6898,cuentas_anuales.csv,1909,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000107,06/04/2024,retiro,,Ingreso mensual"
6899,cuentas_anuales.csv,4516,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000113,13/12/2024,compra,,Ingreso navideño"
6900,cuentas_anuales.csv,842,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"114,2024-05-18,deposito,,Retiro parcial"
6901,cuentas_anuales.csv,4526,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000102,2024/12/27,retiro,,Compra en tienda"
6902,cuentas_anuales.csv,849,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"112,2024/08/11,deposito,,"
6903,cuentas_anuales.csv,9526,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000102,2024/12/27,retiro,,Compra en tienda"
6904,cuentas_anuales.csv,1940,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000117,19-04-2024,retiro,,Retiro parcial"
6905,cuentas_anuales.csv,8371,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000104,2024-07-17,compra,,Retiro parcial"
6906,cuentas_anuales.csv,5793,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000105,01/09/2024,deposito,,Ingreso mensual"
6907,cuentas_anuales.csv,3371,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000104,2024-07-17,compra,,Retiro parcial"
6908,cuentas_anuales.csv,6966,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000111,07-03-2024,deposito,,Ingreso mensual"
6909,cuentas_anuales.csv,4530,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000116,04-04-2024,compra,,Ingreso navideño"
6910,cuentas_anuales.csv,7006,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"7000120,2024/04/11,compra,,Ingreso mensual"
6911,cuentas_anuales.csv,8374,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000111,04/05/2024,deposito,,Ingreso navideño"
6912,cuentas_anuales.csv,851,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"107,2024-02-07,deposito,,Ingreso navideño"
6913,cuentas_anuales.csv,9530,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000116,04-04-2024,compra,,Ingreso navideño"
6914,cuentas_anuales.csv,3374,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000111,04/05/2024,deposito,,Ingreso navideño"
6915,cuentas_anuales.csv,8379,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000117,01-11-2024,deposito,,"
6916,cuentas_anuales.csv,3379,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000117,01-11-2024,deposito,,"
6917,cuentas_anuales.csv,856,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"118,20/05/2024,retiro,,Ingreso mensual"
6918,cuentas_anuales.csv,867,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"101,01-09-2024,compra,,"
6919,cuentas_anuales.csv,3382,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000120,2024-07-26,retiro,,Ingreso mensual"
6920,cuentas_anuales.csv,8382,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000120,2024-07-26,retiro,,Ingreso mensual"
6921,cuentas_anuales.csv,3385,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000102,2024/08/30,retiro,,Ingreso navideño"
6922,cuentas_anuales.csv,878,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"101,27-05-2024,deposito,,Ingreso navideño"
6923,cuentas_anuales.csv,8385,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000102,2024/08/30,retiro,,Ingreso navideño"
6924,cuentas_anuales.csv,3396,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000107,15-06-2024,compra,,"
6925,cuentas_anuales.csv,8396,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000107,15-06-2024,compra,,"
6926,cuentas_anuales.csv,886,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"102,29/11/2024,compra,,Compra en tienda"
6927,cuentas_anuales.csv,1966,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000111,07-03-2024,deposito,,Ingreso mensual"
6928,cuentas_anuales.csv,7053,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"7000102,2024/11/05,retiro,,Ingreso navideño"
6929,cuentas_anuales.csv,9581,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000105,2024/03/11,retiro,,Ingreso navideño"
6930,cuentas_anuales.csv,4581,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000105,2024/03/11,retiro,,Ingreso navideño"
6931,cuentas_anuales.csv,5842,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000114,2024-05-18,deposito,,Retiro parcial"
6932,cuentas_anuales.csv,7070,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"7000104,2024/07/31,deposito,,Compra en tienda"
6933,cuentas_anuales.csv,901,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"116,18/12/2024,deposito,,Ingreso navideño"
6934,cuentas_anuales.csv,5849,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000112,2024/08/11,deposito,,"
6935,cuentas_anuales.csv,2006,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"2000120,2024/04/11,compra,,Ingreso mensual"
6936,cuentas_anuales.csv,9605,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000109,2024-09-03,retiro,,Ingreso navideño"
6937,cuentas_anuales.csv,4605,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000109,2024-09-03,retiro,,Ingreso navideño"
6938,cuentas_anuales.csv,7072,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"7000117,2024-01-12,retiro,,Ingreso extra"
6939,cuentas_anuales.csv,5851,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000107,2024-02-07,deposito,,Ingreso navideño"
6940,cuentas_anuales.csv,4613,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000118,11/01/2024,retiro,,"
6941,cuentas_anuales.csv,9613,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000118,11/01/2024,retiro,,"
6942,cuentas_anuales.csv,7098,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"7000117,2024-05-18,deposito,,Ingreso mensual"
6943,cuentas_anuales.csv,4621,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000114,2024/09/16,compra,,Ingreso extra"
6944,cuentas_anuales.csv,5856,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000118,20/05/2024,retiro,,Ingreso mensual"
6945,cuentas_anuales.csv,9621,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000114,2024/09/16,compra,,Ingreso extra"
6946,cuentas_anuales.csv,4645,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000107,08-05-2024,compra,,Retiro parcial"
6947,cuentas_anuales.csv,9645,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000107,08-05-2024,compra,,Retiro parcial"
6948,cuentas_anuales.csv,5867,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000101,01-09-2024,compra,,"
6949,cuentas_anuales.csv,7127,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"7000103,2024-07-12,deposito,,"
6950,cuentas_anuales.csv,4649,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000112,2024/03/15,compra,,Ingreso extra"
6951,cuentas_anuales.csv,9649,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000112,2024/03/15,compra,,Ingreso extra"
6952,cuentas_anuales.csv,7137,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"7000114,2024/10/16,retiro,,Ingreso mensual"
6953,cuentas_anuales.csv,5878,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000101,27-05-2024,deposito,,Ingreso navideño"
6954,cuentas_anuales.csv,3409,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000114,2024-03-16,compra,,Retiro parcial"
6955,cuentas_anuales.csv,8409,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000114,2024-03-16,compra,,Retiro parcial"
6956,cuentas_anuales.csv,5886,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000102,29/11/2024,compra,,Compra en tienda"
6957,cuentas_anuales.csv,3439,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000118,09/06/2024,retiro,,Ingreso navideño"
6958,cuentas_anuales.csv,8439,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000118,09/06/2024,retiro,,Ingreso navideño"
6959,cuentas_anuales.csv,5901,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000116,18/12/2024,deposito,,Ingreso navideño"
6960,cuentas_anuales.csv,2053,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"2000102,2024/11/05,retiro,,Ingreso navideño"
6961,cuentas_anuales.csv,909,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"107,06/04/2024,retiro,,Ingreso mensual"
6962,cuentas_anuales.csv,3472,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000116,2024/03/10,retiro,,Ingreso mensual"
6963,cuentas_anuales.csv,8472,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"8000116,2024/03/10,retiro,,Ingreso mensual"
6964,cuentas_anuales.csv,2070,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"2000104,2024/07/31,deposito,,Compra en tienda"
6965,cuentas_anuales.csv,940,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"117,19-04-2024,retiro,,Retiro parcial"
6966,cuentas_anuales.csv,3491,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"3000104,31/05/2024,retiro,,"
