id,archivo,linea,clasificacion,motivo,contenido_original
1498,transacciones.csv,319,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-5],"318,2024-06-04,1500,invalid"
1499,cuentas_anuales.csv,886,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"102,29/11/2024,compra,,Compra en tienda"
1500,transacciones.csv,206,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-2],"205,07-08-2024,1000,invalid"
1501,transacciones.csv,320,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-5],"319,2024-05-08,-200,invalid"
1502,transacciones.csv,321,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-5],"320,29/02/2024,700,invalid"
1503,intereses.csv,808,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-4],"125,Bob Johnson,10000,30,-1"
1504,intereses.csv,809,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99) [hilo=batch-particion-4],"126,John Doe,10000,100,prestamo"
1505,transacciones.csv,209,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"208,2024/01/29,,invalid"
1506,intereses.csv,67,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-3],"141,Bob Johnson,,,ahorro"
1507,intereses.csv,810,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-4],"138,Bob Johnson,,35,prestamo"
1508,intereses.csv,68,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"140,Bob Johnson,8000,40,-1"
1509,transacciones.csv,210,OMITIDO,Fecha ilegible o inexistente: 2024-13-01 [hilo=batch-particion-2],"209,2024-13-01,1200,debito"
1510,transacciones.csv,323,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"322,2024-01-28,,invalid"
1511,cuentas_anuales.csv,516,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"113,13/12/2024,compra,,Ingreso navideño"
1512,intereses.csv,69,OMITIDO,Edad fuera del rango permitido: '' [hilo=batch-particion-3],"126,Alice Brown,12000,,prestamo"
1513,transacciones.csv,325,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-5],"324,23/09/2024,800,invalid"
1514,intereses.csv,71,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99) [hilo=batch-particion-3],"123,John Doe,12000,100,prestamo"
1515,intereses.csv,813,OMITIDO,Edad fuera del rango permitido: '' [hilo=batch-particion-4],"102,Jane Smith,12000,,hipoteca"
1516,transacciones.csv,212,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-2],"211,2024-04-18,800,invalid"
1517,cuentas_anuales.csv,901,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"116,18/12/2024,deposito,,Ingreso navideño"
1518,transacciones.csv,215,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"214,2024/04/15,,desconocido"
1519,intereses.csv,814,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-4],"120,Diana Prince,12000,45,-1"
1520,transacciones.csv,327,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-5],"326,2024/12/15,1200,invalid"
1521,intereses.csv,815,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-4],"101,Bob Johnson,10000,35,-1"
1522,transacciones.csv,328,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido' [hilo=batch-particion-5],"327,30-04-2024,-200,desconocido"
1523,intereses.csv,74,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"107,Diana Prince,,25,-1"
1524,transacciones.csv,330,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-5],"329,2024-05-02,700,invalid"
1525,intereses.csv,816,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-4],"121,Alice Brown,5000,,-1"
1526,cuentas_anuales.csv,526,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"102,2024/12/27,retiro,,Compra en tienda"
1527,intereses.csv,75,OMITIDO,Edad fuera del rango permitido: '' [hilo=batch-particion-3],"107,Unknown,5000,,ahorro"
1528,transacciones.csv,217,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido' [hilo=batch-particion-2],"216,2024-03-05,-200,desconocido"
1529,transacciones.csv,331,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"330,04/12/2024,,credito"
1530,intereses.csv,76,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"120,Bob Johnson,,40,-1"
1531,cuentas_anuales.csv,909,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"107,06/04/2024,retiro,,Ingreso mensual"
1532,cuentas_anuales.csv,790,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"110,08-02-2024,compra,,Retiro parcial"
1533,intereses.csv,817,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-4],"127,Bob Johnson,,,prestamo"
1534,cuentas_anuales.csv,530,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"116,04-04-2024,compra,,Ingreso navideño"
1535,transacciones.csv,334,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"333,22-02-2024,,debito"
1536,transacciones.csv,222,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-2],"221,19-06-2024,1200,invalid"
1537,intereses.csv,77,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"111,Charlie Green,12000,40,-1"
1538,transacciones.csv,226,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"225,2024/04/01,,desconocido"
1539,cuentas_anuales.csv,793,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"105,01/09/2024,deposito,,Ingreso mensual"
1540,intereses.csv,79,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-3],"120,Unknown,,40,prestamo"
1541,intereses.csv,825,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-4],"108,John Doe,,,-1"
1542,transacciones.csv,337,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-5],"336,2024/03/14,800,invalid"
1543,intereses.csv,81,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99) [hilo=batch-particion-3],"137,Alice Brown,8000,100,hipoteca"
1544,intereses.csv,826,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-4],"134,John Doe,5000,45,-1"
1545,transacciones.csv,229,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-2],"228,2024-07-12,1500,invalid"
1546,transacciones.csv,339,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-5],"338,2024/06/19,800,invalid"
1547,transacciones.csv,230,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"229,22-10-2024,,invalid"
1548,transacciones.csv,340,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"339,06-06-2024,,invalid"
1549,cuentas_anuales.csv,53,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"102,2024/11/05,retiro,,Ingreso navideño"
1550,intereses.csv,82,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"119,Bob Johnson,10000,25,-1"
1551,transacciones.csv,231,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-2],"230,13/01/2024,-100,invalid"
1552,intereses.csv,827,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-4],"105,Alice Brown,,30,ahorro"
1553,intereses.csv,83,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"136,Charlie Green,10000,35,-1"
1554,intereses.csv,828,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-4],"138,Diana Prince,10000,30,-1"
1555,intereses.csv,84,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"130,Charlie Green,,25,-1"
1556,transacciones.csv,342,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-5],"341,2024-01-28,-200,invalid"
1557,transacciones.csv,232,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-2],"231,2024/12/25,0,invalid"
1558,intereses.csv,829,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99) [hilo=batch-particion-4],"113,Bob Johnson,5000,100,hipoteca"
1559,transacciones.csv,343,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"342,08-07-2024,,debito"
1560,intereses.csv,85,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"137,John Doe,,40,-1"
1561,intereses.csv,830,OMITIDO,Edad fuera del rango permitido: '' [hilo=batch-particion-4],"134,Steve Rogers,5000,,prestamo"
1562,transacciones.csv,233,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-2],"232,04/02/2024,1500,invalid"
1563,transacciones.csv,344,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-5],"343,08-01-2024,3000,invalid"
1564,intereses.csv,86,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"102,Bob Johnson,8000,45,-1"
1565,intereses.csv,831,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-4],"147,Steve Rogers,10000,150,-1"
1566,transacciones.csv,236,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-2],"235,07-04-2024,800,invalid"
1567,transacciones.csv,346,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-5],"345,19/11/2024,700,invalid"
1568,cuentas_anuales.csv,940,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"117,19-04-2024,retiro,,Retiro parcial"
1569,cuentas_anuales.csv,70,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"104,2024/07/31,deposito,,Compra en tienda"
1570,intereses.csv,87,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"114,Charlie Green,10000,,-1"
1571,intereses.csv,834,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99) [hilo=batch-particion-4],"149,Alice Brown,10000,100,prestamo"
1572,intereses.csv,88,OMITIDO,Edad fuera del rango permitido: '' [hilo=batch-particion-3],"112,Steve Rogers,10000,,ahorro"
1573,intereses.csv,836,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-4],"131,Charlie Green,,25,ahorro"
1574,transacciones.csv,347,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-5],"346,2024/10/12,1500,invalid"
1575,intereses.csv,89,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"140,Jane Smith,,35,-1"
1576,transacciones.csv,243,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"242,24-07-2024,,credito"
1577,cuentas_anuales.csv,72,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"117,2024-01-12,retiro,,Ingreso extra"
1578,intereses.csv,90,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"110,Charlie Green,7000,25,-1"
1579,transacciones.csv,348,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-5],"347,20-05-2024,3000,invalid"
1580,transacciones.csv,245,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido' [hilo=batch-particion-2],"244,2024-07-23,3000,desconocido"
1581,intereses.csv,837,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-4],"111,Alice Brown,8000,,-1"
1582,intereses.csv,839,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-4],"121,Charlie Green,,45,prestamo"
1583,intereses.csv,94,OMITIDO,Edad fuera del rango permitido: '' [hilo=batch-particion-3],"149,Bob Johnson,8000,,ahorro"
1584,transacciones.csv,248,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"247,13/05/2024,,debito"
1585,transacciones.csv,353,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-5],"352,02/02/2024,-200,invalid"
1586,cuentas_anuales.csv,581,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"105,2024/03/11,retiro,,Ingreso navideño"
1587,transacciones.csv,249,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"248,10-12-2024,,invalid"
1588,intereses.csv,842,OMITIDO,Edad fuera del rango permitido: '' [hilo=batch-particion-4],"129,Steve Rogers,10000,,prestamo"
1589,transacciones.csv,354,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"353,18-04-2024,,credito"
1590,transacciones.csv,250,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-2],"249,19/06/2024,1200,invalid"
1591,transacciones.csv,355,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"354,10/01/2024,,debito"
1592,intereses.csv,97,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"122,Bob Johnson,,100,-1"
1593,intereses.csv,98,OMITIDO,Edad fuera del rango permitido: '' [hilo=batch-particion-3],"102,Jane Smith,7000,,prestamo"
1594,intereses.csv,847,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-4],"106,John Doe,5000,25,-1"
1595,cuentas_anuales.csv,966,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"111,07-03-2024,deposito,,Ingreso mensual"
1596,intereses.csv,99,OMITIDO,Edad fuera del rango permitido: 150 (rango permitido 18-99) [hilo=batch-particion-3],"138,John Doe,12000,150,prestamo"
1597,cuentas_anuales.csv,842,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"114,2024-05-18,deposito,,Retiro parcial"
1598,intereses.csv,851,OMITIDO,Tipo fuera del catalogo permitido: 'unknown' [hilo=batch-particion-4],"108,Diana Prince,5000,25,unknown"
1599,intereses.csv,101,OMITIDO,Tipo fuera del catalogo permitido: 'unknown' [hilo=batch-particion-3],"139,Alice Brown,5000,100,unknown"
1600,transacciones.csv,358,OMITIDO,Fecha ilegible o inexistente: 2024-13-01 [hilo=batch-particion-5],"357,2024-13-01,1000,credito"
1601,transacciones.csv,359,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"358,2024/10/10,,invalid"
1602,cuentas_anuales.csv,98,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"117,2024-05-18,deposito,,Ingreso mensual"
1603,cuentas_anuales.csv,849,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"112,2024/08/11,deposito,,"
1604,intereses.csv,853,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99) [hilo=batch-particion-4],"104,John Doe,7000,100,prestamo"
1605,transacciones.csv,360,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"359,04/08/2024,,debito"
1606,cuentas_anuales.csv,851,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"107,2024-02-07,deposito,,Ingreso navideño"
1607,transacciones.csv,361,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-5],"360,23-04-2024,700,invalid"
1608,intereses.csv,102,OMITIDO,Edad fuera del rango permitido: '' [hilo=batch-particion-3],"136,Alice Brown,10000,,ahorro"
1609,intereses.csv,855,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99) [hilo=batch-particion-4],"117,Bob Johnson,5000,100,prestamo"
1610,intereses.csv,856,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99) [hilo=batch-particion-4],"141,Jane Smith,12000,100,prestamo"
1611,intereses.csv,103,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"103,Charlie Green,8000,30,-1"
1612,intereses.csv,377,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-2],"120,Jane Smith,5000,150,-1"
1613,intereses.csv,104,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99) [hilo=batch-particion-3],"147,Bob Johnson,7000,100,hipoteca"
1614,cuentas_anuales.csv,605,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"109,2024-09-03,retiro,,Ingreso navideño"
1615,intereses.csv,378,OMITIDO,Tipo fuera del catalogo permitido: 'unknown' [hilo=batch-particion-2],"146,John Doe,,45,unknown"
1616,transacciones.csv,362,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"361,08/05/2024,,invalid"
1617,cuentas_anuales.csv,856,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"118,20/05/2024,retiro,,Ingreso mensual"
1618,intereses.csv,105,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"127,Alice Brown,7000,,-1"
1619,transacciones.csv,364,OMITIDO,Tipo fuera del catalogo permitido: 'invalid' [hilo=batch-particion-5],"363,2024/01/09,1000,invalid"
1620,intereses.csv,379,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99) [hilo=batch-particion-2],"132,Bob Johnson,8000,100,prestamo"
1621,intereses.csv,857,OMITIDO,Edad fuera del rango permitido: 150 (rango permitido 18-99) [hilo=batch-particion-4],"115,Alice Brown,12000,150,prestamo"
1622,intereses.csv,106,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"149,Alice Brown,10000,25,-1"
1623,intereses.csv,860,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-4],"113,Steve Rogers,8000,25,-1"
1624,intereses.csv,380,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-2],"112,Jane Smith,,100,-1"
1625,intereses.csv,861,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-4],"101,Bob Johnson,,100,prestamo"
1626,transacciones.csv,370,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido' [hilo=batch-particion-5],"369,2024/09/29,800,desconocido"
1627,intereses.csv,381,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-2],"129,Steve Rogers,7000,150,-1"
1628,cuentas_anuales.csv,613,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"118,11/01/2024,retiro,,"
1629,intereses.csv,107,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"115,Charlie Green,8000,45,-1"
1630,intereses.csv,862,OMITIDO,Edad fuera del rango permitido: '' [hilo=batch-particion-4],"138,Charlie Green,12000,,hipoteca"
1631,intereses.csv,108,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"131,Steve Rogers,8000,150,-1"
1632,transacciones.csv,375,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido' [hilo=batch-particion-5],"374,2024/07/25,800,desconocido"
1633,intereses.csv,864,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-4],"146,Steve Rogers,10000,,-1"
1634,intereses.csv,109,OMITIDO,Tipo fuera del catalogo permitido: 'unknown' [hilo=batch-particion-3],"148,Bob Johnson,,30,unknown"
1635,cuentas_anuales.csv,621,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"114,2024/09/16,compra,,Ingreso extra"
1636,intereses.csv,382,OMITIDO,Edad fuera del rango permitido: '' [hilo=batch-particion-2],"136,Bob Johnson,10000,,hipoteca"
1637,cuentas_anuales.csv,867,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"101,01-09-2024,compra,,"
1638,intereses.csv,865,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-4],"109,Bob Johnson,10000,,-1"
1639,intereses.csv,383,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99) [hilo=batch-particion-2],"134,Diana Prince,12000,100,ahorro"
1640,intereses.csv,384,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-2],"105,Jane Smith,10000,25,-1"
1641,intereses.csv,112,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99) [hilo=batch-particion-3],"108,Jane Smith,10000,100,ahorro"
1642,intereses.csv,385,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-2],"112,Bob Johnson,,25,ahorro"
1643,intereses.csv,114,OMITIDO,Tipo fuera del catalogo permitido: 'unknown' [hilo=batch-particion-3],"113,Jane Smith,10000,,unknown"
1644,intereses.csv,867,OMITIDO,Tipo fuera del catalogo permitido: 'unknown' [hilo=batch-particion-4],"135,Jane Smith,12000,30,unknown"
1645,intereses.csv,115,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"135,Charlie Green,12000,150,-1"
1646,intereses.csv,387,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-2],"111,Steve Rogers,10000,,-1"
1647,intereses.csv,869,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-4],"142,Bob Johnson,,100,prestamo"
1648,intereses.csv,116,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-3],"150,Steve Rogers,,,hipoteca"
1649,intereses.csv,390,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-2],"147,John Doe,,30,ahorro"
1650,intereses.csv,870,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-4],"102,Steve Rogers,7000,40,-1"
1651,intereses.csv,117,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-3],"123,Diana Prince,,30,ahorro"
1652,intereses.csv,127,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-8],"133,John Doe,12000,35,-1"
1653,intereses.csv,878,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99) [hilo=batch-particion-1],"111,Charlie Green,10000,100,hipoteca"
1654,intereses.csv,118,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99) [hilo=batch-particion-3],"146,Jane Smith,12000,100,hipoteca"
1655,intereses.csv,252,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-5],"125,Steve Rogers,,100,ahorro"
1656,intereses.csv,392,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-2],"120,Bob Johnson,5000,45,-1"
1657,intereses.csv,881,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-1],"147,Bob Johnson,5000,,-1"
1658,intereses.csv,872,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-4],"110,Unknown,10000,,-1"
1659,intereses.csv,128,OMITIDO,Tipo fuera del catalogo permitido: 'unknown' [hilo=batch-particion-8],"128,John Doe,,35,unknown"
1660,intereses.csv,254,OMITIDO,Tipo fuera del catalogo permitido: 'unknown' [hilo=batch-particion-5],"139,Alice Brown,12000,100,unknown"
1661,intereses.csv,119,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"105,Steve Rogers,8000,25,-1"
1662,intereses.csv,393,OMITIDO,Edad fuera del rango permitido: '' [hilo=batch-particion-2],"133,John Doe,10000,,hipoteca"
1663,intereses.csv,875,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-4],"145,Diana Prince,8000,100,-1"
1664,intereses.csv,131,OMITIDO,Edad fuera del rango permitido: '' [hilo=batch-particion-8],"126,Diana Prince,12000,,hipoteca"
1665,intereses.csv,504,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-7],"143,Charlie Green,10000,35,-1"
1666,intereses.csv,395,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-2],"114,Steve Rogers,10000,100,-1"
1667,intereses.csv,120,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"127,Diana Prince,,150,-1"
1668,intereses.csv,627,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-6],"140,Diana Prince,7000,150,-1"
1669,intereses.csv,876,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-4],"108,Diana Prince,7000,30,-1"
1670,intereses.csv,255,OMITIDO,Edad fuera del rango permitido: '' [hilo=batch-particion-5],"115,Alice Brown,7000,,ahorro"
1671,intereses.csv,505,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-7],"137,Bob Johnson,5000,40,-1"
1672,intereses.csv,882,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99) [hilo=batch-particion-1],"116,Steve Rogers,10000,100,hipoteca"
1673,intereses.csv,629,OMITIDO,Edad fuera del rango permitido: '' [hilo=batch-particion-6],"138,Unknown,8000,,prestamo"
1674,intereses.csv,121,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"113,Charlie Green,,30,-1"
1675,intereses.csv,256,OMITIDO,Tipo fuera del catalogo permitido: 'unknown' [hilo=batch-particion-5],"106,Diana Prince,5000,100,unknown"
1676,intereses.csv,396,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-2],"132,Diana Prince,7000,,-1"
1677,intereses.csv,506,OMITIDO,Edad fuera del rango permitido: '' [hilo=batch-particion-7],"124,John Doe,7000,,hipoteca"
1678,intereses.csv,630,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-6],"113,Diana Prince,8000,40,-1"
1679,intereses.csv,132,OMITIDO,Edad fuera del rango permitido: '' [hilo=batch-particion-8],"149,Alice Brown,8000,,prestamo"
1680,intereses.csv,884,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-1],"111,Jane Smith,,,prestamo"
1681,intereses.csv,134,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99) [hilo=batch-particion-8],"111,Unknown,5000,100,hipoteca"
1682,intereses.csv,885,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-1],"143,Jane Smith,10000,40,-1"
1683,intereses.csv,122,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-3],"145,Diana Prince,,25,-1"
1684,intereses.csv,886,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-1],"123,Diana Prince,,25,ahorro"
1685,intereses.csv,136,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-8],"121,John Doe,,35,hipoteca"
1686,intereses.csv,257,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-5],"114,Steve Rogers,7000,45,-1"
1687,intereses.csv,397,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-2],"147,Unknown,5000,45,-1"
1688,intereses.csv,124,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-3],"142,John Doe,,35,hipoteca"
1689,intereses.csv,632,OMITIDO,Tipo fuera del catalogo permitido: '-1' [hilo=batch-particion-6],"139,Jane Smith,,30,-1"
1690,intereses.csv,259,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-5],"103,Charlie Green,,30,hipoteca"
1691,intereses.csv,398,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-2],"104,Steve Rogers,,,hipoteca"
1692,intereses.csv,633,OMITIDO,Tipo fuera del catalogo permitido: 'unknown' [hilo=batch-particion-6],"147,John Doe,8000,40,unknown"
1693,intereses.csv,260,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-5],"109,Diana Prince,,40,hipoteca"
1694,intereses.csv,399,OMITIDO,Saldo vacio o no numerico: '' [hilo=batch-particion-2],"108,Alice Brown,,100,prestamo"
