id,fecha,monto,tipo
2000085,2024/03/16,1000,debito
2000086,2024-11-04,1500,invalid
2000087,2024/10/22,1200,invalid
2000088,2024/04/24,3000,credito
2000089,27/07/2024,800,debito
2000090,28/07/2024,700,invalid
2000091,01-01-2024,800,credito
2000092,27/01/2024,1200,debito
2000093,07-11-2024,3000,debito
2000094,01-08-2024,-200,credito
2000095,22/12/2024,1000,credito
2000096,2024/12/18,800,credito
2000097,17/08/2024,500,debito
2000098,2024-07-05,1200,invalid
2000099,2024/03/09,-200,credito
2000100,15-06-2024,,debito
2000101,12-05-2024,800,debito
2000102,13-11-2024,-200,debito
2000103,2024/04/02,1500,credito
2000104,2024-04-16,1000,credito
2000105,2024-12-13,3000,invalid
2000106,2024/01/21,1000,credito
2000107,16/01/2024,700,invalid
2000108,2024/02/28,-200,invalid
2000109,2024-09-15,1200,invalid
2000110,05/07/2024,800,debito
2000111,25-09-2024,1000,credito
2000112,2024-03-07,800,credito
2000113,21/07/2024,1500,credito
2000114,01-02-2024,700,invalid
2000115,2024/07/20,700,debito
2000116,2024-10-03,1500,invalid
2000117,10-11-2024,700,credito
2000118,27/08/2024,,invalid
2000119,06-12-2024,,debito
2000120,21-09-2024,-200,credito
2000121,2024/08/19,700,debito
2000122,2024-08-26,800,invalid
2000123,2024/05/27,3000,debito
2000124,2024/08/22,,invalid
2000125,2024/01/29,-200,credito
2000126,2024/03/11,800,debito
2000127,2024-04-09,700,invalid
2000128,2024-07-26,1500,invalid
2000129,14-11-2024,700,invalid
2000130,2024/07/24,1200,debito
2000131,2024-07-25,1000,debito
2000132,2024-12-10,0,invalid
2000133,21-07-2024,500,invalid
2000134,2024/04/06,800,credito
2000135,02/03/2024,,debito
2000136,2024/10/27,0,invalid
2000137,17-06-2024,1200,desconocido
2000138,2024-13-01,1000,invalid
2000139,2024-09-16,700,debito
2000140,22/08/2024,1200,debito
2000141,14/07/2024,3000,debito
2000142,19-11-2024,3000,debito
2000143,2024-09-29,700,credito
2000144,30/12/2024,3000,debito
2000145,2024/01/01,1200,debito
2000146,01-07-2024,,debito
2000147,2024/03/29,3000,credito
2000148,2024-03-30,1000,invalid
2000149,02/11/2024,3000,desconocido
2000150,2024-13-01,1500,debito
2000151,2024-12-18,3000,credito
2000152,25/10/2024,1500,invalid
2000153,2024/07/28,1000,credito
2000154,2024-03-04,800,credito
2000155,22/12/2024,-200,desconocido
2000156,2024-03-02,1500,debito
2000157,2024-08-17,3000,debito
2000158,26-05-2024,500,debito
2000159,01/09/2024,1200,debito
2000160,03/08/2024,1500,invalid
2000161,28/07/2024,1500,credito
2000162,11-12-2024,3000,debito
2000163,30-11-2024,3000,desconocido
2000164,04-03-2024,3000,invalid
2000165,2024-08-30,1000,invalid
2000166,2024/04/06,800,credito
2000167,23/02/2024,,credito
2000168,2024-10-24,1200,credito
2000169,2024/03/05,800,invalid
2000170,2024/09/07,1200,invalid
2000171,14-05-2024,,debito
2000172,2024-02-07,0,debito
2000173,24-08-2024,-100,debito
2000174,2024-10-26,,invalid
2000175,24-09-2024,1500,invalid
2000176,2024-06-07,1000,invalid
2000177,22/10/2024,3000,debito
2000178,2024/05/17,3000,credito
2000179,2024/07/11,3000,credito
2000180,28/05/2024,1000,desconocido
2000181,2024/09/08,800,invalid
2000182,2024/03/02,800,credito
2000183,21-01-2024,3000,credito
2000184,01-11-2024,1500,debito
2000185,2024-13-01,1000,debito
2000186,2024-01-04,3000,invalid
2000187,2024/05/25,800,debito
2000188,2024/03/15,500,debito
2000189,2024-01-17,800,invalid
2000190,26/07/2024,1500,debito
2000191,26-07-2024,,invalid
2000192,2024-09-19,700,debito
2000193,2024-01-16,1500,invalid
2000194,2024/12/29,-200,credito
2000195,13-06-2024,800,debito
2000196,08-08-2024,-200,credito
2000197,18-02-2024,1200,credito
2000198,2024-12-04,800,debito
2000199,01/06/2024,700,invalid
2000200,2024/10/13,,invalid
2000201,15-11-2024,-200,credito
2000202,09-01-2024,,debito
2000203,2024-13-01,1200,debito
2000204,2024/04/16,1200,debito
2000205,07-08-2024,1000,invalid
2000206,2024/11/20,3000,debito
2000207,08/02/2024,3000,debito
2000208,2024/01/29,,invalid
2000209,2024-13-01,1200,debito
2000210,2024/02/09,700,debito
2000211,2024-04-18,800,invalid
2000212,23/04/2024,1200,debito
2000213,30/07/2024,3000,debito
2000214,2024/04/15,,desconocido
2000215,01/03/2024,1500,debito
2000216,2024-03-05,-200,desconocido
2000217,2024-03-16,700,credito
2000218,2024/02/16,1200,credito
2000219,2024-09-28,0,credito
2000220,28/08/2024,500,credito
2000221,19-06-2024,1200,invalid
2000222,2024-03-10,-100,debito
2000223,2024/10/01,3000,credito
2000224,2024/12/20,500,credito
2000225,2024/04/01,,desconocido
2000226,2024/04/29,-200,debito
2000227,25-04-2024,800,debito
2000228,2024-07-12,1500,invalid
2000229,22-10-2024,,invalid
2000230,13/01/2024,-100,invalid
2000231,2024/12/25,0,invalid
2000232,04/02/2024,1500,invalid
2000233,15-06-2024,1000,debito
2000234,2024/07/03,-200,credito
2000235,07-04-2024,800,invalid
2000236,2024-06-29,1000,debito
2000237,21-02-2024,1200,debito
2000238,2024/10/09,1200,credito
2000239,04-03-2024,800,debito
2000240,2024-06-17,3000,debito
2000241,07/03/2024,1000,credito
2000242,24-07-2024,,credito
2000243,2024/10/17,800,debito
2000244,2024-07-23,3000,desconocido
2000245,02-06-2024,800,credito
2000246,10-02-2024,1200,debito
2000247,13/05/2024,,debito
2000248,10-12-2024,,invalid
2000249,19/06/2024,1200,invalid
2000250,2024/02/09,1200,debito
2000251,14/07/2024,-200,debito
2000252,2024/05/25,700,debito
2000253,02-09-2024,,invalid
2000254,2024/10/26,1200,invalid
2000255,02-07-2024,-100,credito
2000256,2024-04-22,1500,credito
2000257,26/11/2024,1000,credito
2000258,2024/01/06,,credito
2000259,04-05-2024,,credito
2000260,2024-03-23,3000,desconocido
2000261,26/06/2024,500,debito
2000262,02/09/2024,,debito
2000263,02-07-2024,3000,invalid
2000264,2024-13-01,1500,invalid
2000265,16/12/2024,3000,debito
2000266,02-11-2024,-200,invalid
2000267,2024/04/06,,invalid
2000268,2024-05-24,800,credito
2000269,2024/07/27,1200,desconocido
2000270,2024-13-01,1200,invalid
2000271,2024-03-18,,desconocido
2000272,2024/09/04,3000,invalid
2000273,26/04/2024,1000,invalid
2000274,21/01/2024,1500,credito
2000275,2024/08/09,700,credito
2000276,16/10/2024,700,debito
2000277,12-08-2024,-100,credito
2000278,25/05/2024,-200,debito
2000279,2024-02-24,800,invalid
2000280,27-07-2024,1200,credito
2000281,2024/07/08,800,credito
2000282,08/08/2024,,debito
2000283,08/08/2024,0,debito
2000284,25-07-2024,1500,credito
2000285,13/12/2024,1500,desconocido
2000286,27-09-2024,800,credito
2000287,2024/11/17,800,debito
2000288,2024-09-03,-200,debito
2000289,2024/08/14,3000,debito
2000290,2024-06-15,1500,debito
2000291,2024-04-17,1000,invalid
2000292,2024/09/20,1000,credito
2000293,18/10/2024,1500,invalid
2000294,2024/07/01,700,desconocido
2000295,2024-06-12,,invalid
2000296,09/12/2024,,debito
2000297,2024-08-19,1000,desconocido
2000298,2024-13-01,700,debito
2000299,2024-10-10,700,invalid
2000300,2024-03-28,1500,invalid
2000301,2024-10-03,1500,credito
2000302,16/10/2024,,debito
2000303,19-10-2024,3000,credito
2000304,03-03-2024,1000,invalid
2000305,18-10-2024,700,invalid
2000306,2024-07-08,,invalid
2000307,02/01/2024,,credito
2000308,2024-13-01,,invalid
2000309,2024/03/23,1000,debito
2000310,14/12/2024,1000,invalid
2000311,2024-13-01,1000,credito
2000312,24/06/2024,1200,desconocido
2000313,16/10/2024,-200,invalid
2000314,22/03/2024,-200,invalid
2000315,2024-13-01,1200,debito
2000316,2024/04/01,,credito
2000317,19-01-2024,800,invalid
2000318,2024-06-04,1500,invalid
2000319,2024-05-08,-200,invalid
2000320,29/02/2024,700,invalid
2000321,2024-03-30,-200,debito
2000322,2024-01-28,,invalid
2000323,27/07/2024,700,credito
2000324,23/09/2024,800,invalid
2000325,22/03/2024,700,debito
2000326,2024/12/15,1200,invalid
2000327,30-04-2024,-200,desconocido
2000328,2024-11-10,1000,debito
2000329,2024-05-02,700,invalid
2000330,04/12/2024,,credito
2000331,13-11-2024,700,debito
2000332,2024/10/16,-200,credito
2000333,22-02-2024,,debito
2000334,16-08-2024,3000,debito
2000335,2024/08/17,1000,debito
2000336,2024/03/14,800,invalid
2000337,08-10-2024,3000,debito
2000338,2024/06/19,800,invalid
2000339,06-06-2024,,invalid
2000340,2024/03/05,-200,debito
2000341,2024-01-28,-200,invalid
2000342,08-07-2024,,debito
2000343,08-01-2024,3000,invalid
2000344,2024-10-21,700,credito
2000345,19/11/2024,700,invalid
2000346,2024/10/12,1500,invalid
2000347,20-05-2024,3000,invalid
2000348,13/07/2024,1500,credito
2000349,31/03/2024,800,credito
2000350,02-02-2024,1200,debito
2000351,31-08-2024,1200,debito
2000352,02/02/2024,-200,invalid
2000353,18-04-2024,,credito
2000354,10/01/2024,,debito
2000355,2024/03/15,800,credito
2000356,17-12-2024,-200,debito
2000357,2024-13-01,1000,credito
2000358,2024/10/10,,invalid
2000359,04/08/2024,,debito
2000360,23-04-2024,700,invalid
2000361,08/05/2024,,invalid
2000362,06/11/2024,1500,debito
2000363,2024/01/09,1000,invalid
2000364,04-09-2024,700,debito
2000365,2024/10/01,1200,credito
2000366,22-07-2024,700,debito
2000367,14-03-2024,1500,debito
2000368,26-07-2024,800,debito
2000369,2024/09/29,800,desconocido
2000370,02/10/2024,3000,debito
2000371,10-12-2024,1000,debito
2000372,2024-08-20,1200,debito
2000373,30-09-2024,800,debito
2000374,2024/07/25,800,desconocido
2000375,02-12-2024,1000,credito
2000376,2024-07-09,1200,credito
2000377,25/05/2024,,credito
2000378,19-05-2024,800,credito
2000379,2024/03/09,1000,invalid
2000380,26-12-2024,1200,debito
2000381,25/06/2024,,credito
2000382,04/07/2024,500,invalid
2000383,26-01-2024,800,invalid
2000384,2024/05/30,700,invalid
2000385,27-07-2024,1500,invalid
2000386,2024/01/01,-200,desconocido
2000387,2024/07/10,3000,invalid
2000388,2024/09/14,,debito
2000389,2024-11-19,,credito
2000390,2024-12-20,1200,credito
2000391,09/09/2024,500,credito
2000392,2024-04-10,1000,debito
2000393,2024-13-01,800,credito
2000394,2024/03/14,1500,credito
2000395,2024-07-09,-200,debito
2000396,23-05-2024,,debito
2000397,2024-02-16,700,debito
2000398,2024-05-09,1000,invalid
2000399,01/06/2024,1500,credito
2000400,03/07/2024,1000,debito
2000401,2024/12/12,700,debito
2000402,2024/07/16,,credito
2000403,29-06-2024,500,credito
2000404,2024-10-13,,credito
2000405,03-08-2024,1500,credito
2000406,24/03/2024,700,desconocido
2000407,2024-09-21,-200,desconocido
2000408,2024-12-30,-200,debito
2000409,22/01/2024,800,debito
2000410,23-11-2024,1500,invalid
2000411,12-12-2024,-200,debito
2000412,06-12-2024,1000,invalid
2000413,2024/10/21,1500,invalid
2000414,2024-08-07,,debito
2000415,2024/06/29,,credito
2000416,2024-11-17,,desconocido
2000417,2024/06/19,,debito
2000418,2024-12-28,,credito
2000419,2024-01-19,800,credito
2000420,30/05/2024,1000,credito
2000421,09-09-2024,-200,credito
2000422,2024-09-09,-200,credito
2000423,2024/08/28,800,invalid
2000424,2024/11/12,700,credito
2000425,09/01/2024,1200,invalid
2000426,2024-08-28,800,credito
2000427,2024/12/27,,invalid
2000428,2024-08-09,700,debito
2000429,2024-09-27,,invalid
2000430,2024-05-07,1000,invalid
2000431,2024/05/04,-200,desconocido
2000432,30-06-2024,1000,debito
2000433,2024-11-18,1500,invalid
2000434,2024/05/03,1500,desconocido
2000435,2024/11/20,,credito
2000436,21-08-2024,-100,debito
2000437,2024/02/28,,credito
2000438,2024-10-18,1500,invalid
2000439,15-03-2024,1200,credito
2000440,28/07/2024,,invalid
2000441,2024-12-04,1000,debito
2000442,06-08-2024,1200,debito
2000443,11/05/2024,,credito
2000444,2024-04-19,1200,desconocido
2000445,2024-13-01,1200,debito
2000446,2024-07-11,700,invalid
2000447,08-02-2024,1000,credito
2000448,08-06-2024,,debito
2000449,2024/05/19,-200,credito
2000450,2024/03/07,1500,debito
2000451,02/07/2024,700,invalid
2000452,31/05/2024,700,credito
2000453,2024-13-01,800,invalid
2000454,2024-10-23,-200,debito
2000455,29/02/2024,800,invalid
2000456,18-10-2024,1200,invalid
2000457,26/03/2024,1200,credito
2000458,02-10-2024,-100,debito
2000459,31/01/2024,1000,credito
2000460,21-08-2024,0,invalid
2000461,2024-13-01,700,invalid
2000462,2024-13-01,1500,invalid
2000463,2024/04/01,-100,debito
2000464,2024/07/24,1000,debito
2000465,2024-03-04,700,credito
2000466,2024/11/30,,credito
2000467,2024-04-30,1500,credito
2000468,17-03-2024,-200,debito
2000469,2024/12/03,1000,invalid
2000470,2024/09/19,,debito
2000471,04/12/2024,1000,desconocido
2000472,2024-13-01,,invalid
2000473,15/08/2024,700,invalid
2000474,2024-13-01,1200,invalid
2000475,2024/12/28,0,invalid
2000476,2024/07/06,,invalid
2000477,09-07-2024,800,credito
2000478,06/07/2024,0,credito
2000479,07-12-2024,,invalid
2000480,2024/06/09,700,debito
2000481,15/09/2024,-100,credito
2000482,2024-02-04,800,invalid
2000483,2024-11-07,1000,credito
2000484,2024-04-15,700,credito
2000485,17-11-2024,1000,desconocido
2000486,17-09-2024,800,invalid
2000487,04-01-2024,800,credito
2000488,11/12/2024,,debito
2000489,15/11/2024,3000,debito
2000490,26/07/2024,700,invalid
2000491,2024/03/31,,credito
2000492,2024/11/07,-200,invalid
2000493,2024-08-29,0,invalid
2000494,26-11-2024,-200,debito
2000495,18/11/2024,1500,credito
2000496,2024/09/14,,invalid
2000497,2024/04/20,-200,desconocido
2000498,2024-13-01,1500,invalid
2000499,16-05-2024,1200,credito
2000500,2024/04/24,,invalid
2000501,2024-03-24,,credito
2000502,10/02/2024,-100,credito
2000503,14-02-2024,1500,invalid
2000504,16-09-2024,500,credito
2000505,2024-07-08,1000,debito
2000506,2024-06-10,-200,invalid
2000507,05-04-2024,0,invalid
2000508,06-11-2024,700,credito
2000509,2024/10/31,500,debito
2000510,21/02/2024,3000,credito
2000511,22/02/2024,-200,invalid
2000512,2024/08/14,700,credito
2000513,2024/01/10,3000,desconocido
2000514,20/10/2024,-200,invalid
2000515,14-07-2024,700,debito
2000516,21/08/2024,-200,desconocido
2000517,17/04/2024,,debito
2000518,02/03/2024,,invalid
2000519,24-08-2024,-200,invalid
2000520,2024/09/02,1200,debito
2000521,01-10-2024,1500,credito
2000522,2024-06-12,1500,invalid
2000523,2024/02/03,1000,invalid
2000524,2024-11-12,1200,invalid
2000525,2024-13-01,700,invalid
2000526,26/03/2024,700,invalid
2000527,17/05/2024,1200,credito
2000528,13/06/2024,3000,invalid
2000529,08/11/2024,-100,credito
2000530,2024/07/10,700,invalid
2000531,2024-01-07,700,credito
2000532,15/10/2024,3000,credito
2000533,18/11/2024,1500,credito
2000534,2024-05-15,3000,invalid
2000535,19-10-2024,1000,desconocido
2000536,2024/09/30,700,credito
2000537,2024/08/25,,credito
2000538,22-08-2024,-200,credito
2000539,26-08-2024,1500,debito
2000540,18-04-2024,800,credito
2000541,2024-06-22,3000,debito
2000542,07/01/2024,,debito
2000543,2024-13-01,1500,invalid
2000544,2024-10-04,800,debito
2000545,23-11-2024,1000,debito
2000546,26-04-2024,1200,debito
2000547,2024/09/25,1200,credito
2000548,2024-08-17,1500,debito
2000549,05/11/2024,,credito
2000550,25/05/2024,800,debito
2000551,11-03-2024,,credito
2000552,2024-06-01,800,invalid
2000553,16-10-2024,1500,debito
2000554,2024-06-29,1200,credito
2000555,2024-05-29,700,credito
2000556,2024-06-16,-200,credito
2000557,06/09/2024,,debito
2000558,2024-10-21,700,invalid
2000559,2024-12-26,-200,desconocido
2000560,2024-13-01,-200,credito
2000561,2024-01-05,1500,invalid
2000562,19-01-2024,800,credito
2000563,2024/08/17,1200,debito
2000564,06/07/2024,800,credito
2000565,2024/11/11,,invalid
2000566,2024/07/12,1200,debito
2000567,2024-01-15,700,credito
2000568,2024-03-11,1200,debito
2000569,05-06-2024,1200,desconocido
2000570,2024-03-20,1200,desconocido
2000571,12-06-2024,1200,debito
2000572,2024/11/05,3000,credito
2000573,29-06-2024,1200,credito
2000574,2024-10-18,3000,debito
2000575,06-01-2024,3000,debito
2000576,11/04/2024,1000,invalid
2000577,2024/02/17,800,debito
2000578,05-12-2024,-200,invalid
2000579,2024-05-01,,invalid
2000580,2024/11/28,700,invalid
2000581,21-01-2024,3000,debito
2000582,20/03/2024,1500,invalid
2000583,22-02-2024,3000,invalid
2000584,09/01/2024,700,invalid
2000585,2024/11/17,1200,debito
2000586,31-01-2024,-200,credito
2000587,2024/07/10,1200,credito
2000588,22/11/2024,1200,debito
2000589,2024/12/30,800,debito
2000590,05-10-2024,1500,credito
2000591,10-08-2024,3000,credito
2000592,14-04-2024,1500,credito
2000593,05-03-2024,1200,credito
2000594,2024-12-17,,debito
2000595,2024-13-01,1000,debito
2000596,2024-09-27,700,invalid
2000597,2024-01-30,500,credito
2000598,06-04-2024,,credito
2000599,2024-13-01,700,debito
2000600,09/02/2024,1500,invalid
2000601,2024-11-16,1200,invalid
2000602,29-06-2024,-200,credito
2000603,2024-13-01,-200,credito
2000604,2024-05-15,1000,credito
2000605,2024/07/30,,invalid
2000606,16-05-2024,1000,desconocido
2000607,2024-10-02,700,debito
2000608,27/05/2024,1000,debito
2000609,2024/11/14,3000,credito
2000610,2024-13-01,,debito
2000611,2024-11-24,,debito
2000612,2024-01-15,500,credito
2000613,2024-11-17,700,debito
2000614,2024-01-05,,debito
2000615,2024-11-25,1500,invalid
2000616,2024-08-03,500,invalid
2000617,17/09/2024,-200,invalid
2000618,15/06/2024,-100,credito
2000619,2024/09/30,1000,credito
2000620,2024-01-13,1000,credito
2000621,2024-03-23,1200,debito
2000622,2024-07-08,700,invalid
2000623,2024-03-01,800,debito
2000624,04-04-2024,3000,credito
2000625,2024-05-15,,debito
2000626,2024/04/12,,invalid
2000627,2024/12/29,700,credito
2000628,28-06-2024,,invalid
2000629,26/12/2024,-200,invalid
2000630,20/10/2024,1500,desconocido
2000631,16/09/2024,1500,credito
2000632,2024/02/11,800,invalid
2000633,2024-10-27,1500,debito
2000634,15-06-2024,1500,debito
2000635,2024-13-01,1500,credito
2000636,07/08/2024,1500,credito
2000637,2024-07-01,700,desconocido
2000638,20-11-2024,-200,invalid
2000639,26-09-2024,-200,credito
2000640,2024-10-09,3000,debito
2000641,29-11-2024,1200,debito
2000642,2024/03/14,700,credito
2000643,27-06-2024,,invalid
2000644,18/05/2024,,invalid
2000645,26/08/2024,,invalid
2000646,2024/07/20,700,credito
2000647,2024-08-09,1000,debito
2000648,2024-02-21,700,invalid
2000649,16/04/2024,-200,debito
2000650,2024-10-31,3000,credito
2000651,2024-13-01,,invalid
2000652,28/04/2024,-200,debito
2000653,2024-08-29,1500,debito
2000654,16/04/2024,800,debito
2000655,14-01-2024,-200,credito
2000656,21/10/2024,700,debito
2000657,30-04-2024,1000,invalid
2000658,14-10-2024,1200,invalid
2000659,2024/01/26,1000,credito
2000660,2024-07-17,-200,invalid
2000661,27/06/2024,1200,debito
2000662,2024-03-07,700,credito
2000663,25-02-2024,,invalid
2000664,2024-02-17,800,desconocido
2000665,2024-04-13,800,invalid
2000666,2024/04/25,,debito
2000667,2024-07-14,700,credito
2000668,2024-02-21,,credito
2000669,16/10/2024,1500,debito
2000670,2024-12-07,1200,credito
2000671,17-05-2024,800,desconocido
2000672,2024-13-01,-200,credito
2000673,2024-04-30,-200,credito
2000674,08/10/2024,3000,desconocido
2000675,10/11/2024,700,invalid
2000676,07-08-2024,,debito
2000677,2024/09/02,700,invalid
2000678,26-08-2024,800,invalid
2000679,19-04-2024,,credito
2000680,2024-13-01,1500,debito
2000681,2024-13-01,1000,credito
2000682,2024/01/22,700,credito
2000683,2024-03-03,500,credito
2000684,2024/11/04,,credito
2000685,2024-12-20,1000,desconocido
2000686,2024/11/01,0,invalid
2000687,12-12-2024,,debito
2000688,2024/08/17,1000,desconocido
2000689,2024-06-22,1000,debito
2000690,2024/01/27,-200,debito
2000691,09/02/2024,800,debito
2000692,15-09-2024,,credito
2000693,2024/02/13,,credito
2000694,2024-04-06,1000,credito
2000695,2024/10/20,-200,invalid
2000696,11-05-2024,700,invalid
2000697,2024-02-01,800,invalid
2000698,29-09-2024,700,invalid
2000699,2024-12-10,800,desconocido
2000700,30/04/2024,1000,debito
2000701,01/02/2024,3000,desconocido
2000702,2024-13-01,,debito
2000703,2024-05-05,1500,invalid
2000704,2024-02-19,800,invalid
2000705,16/10/2024,700,credito
2000706,20-03-2024,1000,credito
2000707,2024-01-14,800,debito
2000708,2024/06/14,700,credito
2000709,01/05/2024,1500,invalid
2000710,24/10/2024,700,debito
2000711,2024/12/06,,invalid
2000712,2024/09/11,,debito
2000713,2024/07/12,,invalid
2000714,21/06/2024,700,invalid
2000715,2024/07/07,700,invalid
2000716,2024-13-01,-200,debito
2000717,2024/03/22,1200,desconocido
2000718,2024/08/25,700,invalid
2000719,2024/09/04,1000,invalid
2000720,27-11-2024,1500,desconocido
2000721,2024-05-25,,debito
2000722,2024-13-01,1200,credito
2000723,03-04-2024,-200,debito
2000724,2024-13-01,1200,debito
2000725,06/02/2024,1000,desconocido
2000726,10-10-2024,1500,credito
2000727,12-01-2024,1000,debito
2000728,09/12/2024,1500,invalid
2000729,2024-04-06,0,credito
2000730,18-03-2024,800,debito
2000731,2024/09/04,,credito
2000732,2024/11/11,1000,credito
2000733,18-03-2024,1000,desconocido
2000734,2024-04-13,1500,credito
2000735,23/09/2024,1000,debito
2000736,11-05-2024,1500,desconocido
2000737,17/03/2024,800,invalid
2000738,30/06/2024,3000,invalid
2000739,2024-03-20,3000,invalid
2000740,2024-06-08,700,debito
2000741,2024-13-01,1200,credito
2000742,14-05-2024,3000,invalid
2000743,2024-01-15,700,debito
2000744,24-02-2024,800,debito
2000745,2024/12/23,,invalid
2000746,2024/06/08,1500,invalid
2000747,31-03-2024,1000,credito
2000748,06/10/2024,800,credito
2000749,2024/06/20,1200,invalid
2000750,03-03-2024,-200,debito
2000751,2024-11-13,3000,invalid
2000752,02-05-2024,,invalid
2000753,13/10/2024,3000,debito
2000754,01-09-2024,1500,debito
2000755,2024-13-01,1200,invalid
2000756,15/07/2024,800,debito
2000757,11-10-2024,1000,credito
2000758,2024-06-14,1200,invalid
2000759,2024-03-31,1500,debito
2000760,2024-07-28,800,debito
2000761,2024/06/10,3000,debito
2000762,2024/08/15,1500,debito
2000763,2024/07/23,3000,invalid
2000764,09-11-2024,1000,credito
2000765,2024-06-26,,credito
2000766,11/04/2024,1200,credito
2000767,2024-01-22,1500,credito
2000768,25/12/2024,700,invalid
2000769,25-11-2024,-200,invalid
2000770,2024-08-27,1500,credito
2000771,24/12/2024,,debito
2000772,05-09-2024,1500,invalid
2000773,19/03/2024,,debito
2000774,08/04/2024,1000,credito
2000775,06-04-2024,-200,invalid
2000776,13-07-2024,800,credito
2000777,25/01/2024,3000,credito
2000778,2024-08-11,800,debito
2000779,31-03-2024,-200,debito
2000780,2024-02-16,1200,desconocido
2000781,2024/01/12,700,invalid
2000782,18-11-2024,,credito
2000783,28/02/2024,1000,credito
2000784,2024-08-09,,credito
2000785,07-05-2024,,debito
2000786,2024-08-25,,invalid
2000787,2024-05-19,1000,credito
2000788,31/10/2024,,debito
2000789,27/05/2024,1000,credito
2000790,2024-11-11,1000,credito
2000791,28/06/2024,-200,credito
2000792,2024-07-08,-200,invalid
2000793,2024/12/04,1200,desconocido
2000794,30-12-2024,,credito
2000795,29-11-2024,800,debito
2000796,2024/01/16,-200,invalid
2000797,08-09-2024,800,debito
2000798,07-12-2024,1000,debito
2000799,2024-13-01,3000,debito
2000800,2024/01/27,-100,invalid
2000801,14/01/2024,,invalid
2000802,29-02-2024,1200,credito
2000803,12-02-2024,1200,desconocido
2000804,11/07/2024,-200,invalid
2000805,17-10-2024,,debito
2000806,14/01/2024,-200,invalid
2000807,2024-12-01,700,debito
2000808,2024-01-04,-200,debito
2000809,2024-01-18,-200,invalid
2000810,13/10/2024,,credito
2000811,2024/07/24,1200,debito
2000812,20-05-2024,,invalid
2000813,2024-03-17,1200,invalid
2000814,2024-10-22,700,credito
2000815,2024/11/19,,debito
2000816,2024/01/28,,invalid
2000817,2024/07/10,3000,invalid
2000818,19/06/2024,-100,debito
2000819,13/06/2024,700,invalid
2000820,2024/08/12,3000,credito
2000821,2024-04-07,,debito
2000822,2024/09/18,1200,credito
2000823,2024-01-28,-200,debito
2000824,2024/04/16,3000,credito
2000825,2024-05-14,700,invalid
2000826,15/10/2024,500,debito
2000827,06/02/2024,-200,debito
2000828,2024-05-23,1500,invalid
2000829,2024-13-01,3000,debito
2000830,10/10/2024,3000,debito
2000831,03/08/2024,1000,debito
2000832,2024-06-26,700,debito
2000833,16-05-2024,700,debito
2000834,02/02/2024,3000,credito
2000835,2024-13-01,1500,credito
2000836,2024-06-08,1500,credito
2000837,2024/07/10,1200,invalid
2000838,2024-13-01,,credito
2000839,2024/04/23,-200,credito
2000840,2024/08/12,800,debito
2000841,2024/08/15,0,invalid
2000842,2024/10/30,1500,credito
2000843,12-03-2024,1500,credito
2000844,23-11-2024,-200,debito
2000845,31-08-2024,1500,invalid
2000846,2024-08-30,,credito
2000847,2024/10/14,1000,debito
2000848,07-06-2024,1200,credito
2000849,2024/05/01,-200,debito
2000850,2024/12/20,3000,credito
2000851,23/03/2024,,credito
2000852,2024-13-01,1000,invalid
2000853,03-07-2024,700,desconocido
2000854,27-06-2024,500,debito
2000855,20-08-2024,-200,credito
2000856,22-07-2024,-200,credito
2000857,2024-10-29,800,debito
2000858,12-11-2024,,credito
2000859,2024-04-08,3000,debito
2000860,2024/02/08,-200,invalid
2000861,13/09/2024,-200,debito
2000862,24/07/2024,,debito
2000863,2024-13-01,-200,invalid
2000864,2024-10-31,0,credito
2000865,2024/05/29,-200,credito
2000866,08-02-2024,800,debito
2000867,12-03-2024,-200,invalid
2000868,2024/11/20,,invalid
2000869,2024/09/26,3000,credito
2000870,2024-06-23,1200,desconocido
2000871,27-07-2024,3000,debito
2000872,2024-04-01,-200,debito
2000873,2024-12-23,,credito
2000874,2024-12-20,-200,invalid
2000875,01/09/2024,,invalid
2000876,2024/06/27,700,credito
2000877,19-03-2024,,credito
2000878,2024-01-08,,invalid
2000879,2024/07/05,,debito
2000880,14-01-2024,800,credito
2000881,06/11/2024,-100,invalid
2000882,2024-07-08,,credito
2000883,2024/04/03,-200,invalid
2000884,08-01-2024,800,credito
2000885,29/05/2024,1000,debito
2000886,2024-12-27,1200,debito
2000887,19-02-2024,3000,credito
2000888,2024/12/25,,debito
2000889,2024/10/10,1500,debito
2000890,2024/02/29,3000,debito
2000891,2024/12/24,3000,invalid
2000892,2024-06-05,500,debito
2000893,2024-11-06,1000,invalid
2000894,30/10/2024,,credito
2000895,04-11-2024,1500,credito
2000896,2024-13-01,1500,debito
2000897,04/05/2024,3000,credito
2000898,12/12/2024,500,debito
2000899,14-12-2024,1500,credito
2000900,2024/01/19,1000,debito
2000901,2024/06/22,-200,invalid
2000902,30/01/2024,1200,invalid
2000903,29-10-2024,1500,debito
2000904,28/05/2024,700,debito
2000905,11/02/2024,1000,debito
2000906,19/01/2024,,invalid
2000907,2024-05-29,1200,debito
2000908,2024/02/27,700,debito
2000909,2024-13-01,800,credito
2000910,08/08/2024,3000,invalid
2000911,29-09-2024,700,debito
2000912,10/10/2024,1000,debito
2000913,06/04/2024,500,invalid
2000914,09/07/2024,700,credito
2000915,2024/01/21,-200,invalid
